uuid,class,order,family,genus,species,common_name,description
00049ff0-2ffa-4d82-8cf3-c861fbbfa9d5,mammalia,rodentia,muridae,rattus,,rattus species,
000e4049-11cd-4630-afd6-ea16a908d5ff,mammalia,cetartiodactyla,bovidae,gazella,gazella,mountain gazelle,"The mountain gazelle, also called the true gazelle or the Palestine mountain gazelle, is a species of gazelle that is widely but unevenly distributed."
000f61aa-c02a-46f4-b7a7-81fe76a9212f,mammalia,carnivora,canidae,lycaon,,lycaon species,
001795ae-1963-47f2-91cc-9dd627643a06,mammalia,cetartiodactyla,bovidae,nesotragus,,nesotragus species,
00339477-70ab-42aa-9a4f-ed2cca9a028f,aves,musophagiformes,musophagidae,tauraco,schuettii,black-billed turaco,"The black-billed turaco is a medium-sized turaco, an endemic family to sub-Saharan Africa. It is a resident breeder in the forests of central Africa, found in the Democratic Republic of Congo, Uganda, West Kenya, Burundi, Rwanda and South Sudan."
0052e235-369e-4019-a3a4-7dc6b29a2b5e,aves,pelecaniformes,ardeidae,gorsachius,,gorsachius species,
006959ea-d591-404e-b457-505aaa7d80dc,aves,passeriformes,sittidae,,,sittidae family,
00804e75-09ef-44e5-8984-85e365377d47,mammalia,cetartiodactyla,antilocapridae,antilocapra,americana,pronghorn,"The pronghorn is a species of artiodactyl mammal indigenous to interior western and central North America. Though not an antelope, it is known colloquially in North America as the American antelope, prong buck, pronghorn antelope, and prairie antelope, because it closely resembles the antelopes of the Old World and fills a similar ecological niche due to parallel evolution. It is the only surviving member of the family Antilocapridae."
008c46ff-1457-4206-9640-6bc61cf15ea4,aves,caprimulgiformes,caprimulgidae,chordeiles,acutipennis,lesser nighthawk,"The lesser nighthawk is a nightjar found throughout a large part of the Americas. This bird looks similar to the common nighthawk but is slightly smaller, has a slightly less deeply forked tail, and is more buffy in coloration. Their distinctive mouths are very well adapted for capturing insects mid-flight."
008d8de3-9cbc-449a-ae5d-80c1dea7b4c8,aves,passeriformes,leiotrichidae,trochalopteron,milnei,red-tailed laughingthrush,"The red-tailed laughingthrush is a species of bird in the laughingthrush family Leiothrichidae. It is found in the montane forests of Myanmar, Laos, southern China and central Vietnam"
00d83fe3-c200-4ac7-8060-ca273f7d9e11,aves,columbiformes,columbidae,columba,palumbus,common woodpigeon,"The common wood pigeon, also known simply as the wood pigeon, is a large species in the dove and pigeon family (Columbidae), native to the western Palearctic. It belongs to the genus Columba, which includes closely related species such as the rock dove. It has a flexible diet, feeding mainly on plant material, including cereals, and is therefore considered an agricultural pest. Wood pigeons are extensively hunted over much of their range, but this does not appear to have a major impact on their population numbers."
00e70f4b-f6a7-4002-a89d-a72429e98377,mammalia,diprotodontia,phascolarctidae,phascolarctos,,phascolarctos species,
010628f7-2981-4c64-a333-9377d86a2f96,mammalia,didelphimorphia,didelphidae,marmosa,robinsoni,robinson's mouse opossum,"Robinson's mouse opossum is a species of opossum in the family Didelphidae. It is found in Belize, Colombia, Ecuador, Grenada, Honduras, Panama, Peru, Trinidad and Tobago, and Venezuela."
011258ab-d705-42eb-905c-f4e3aa0cb6ff,aves,passeriformes,maluridae,malurus,lamberti,variegated fairy-wren,"The variegated fairywren is a fairywren that lives in eastern Australia. As a species that exhibits sexual dimorphism, the brightly coloured breeding male has chestnut shoulders and azure crown and ear coverts, while non-breeding males, females and juveniles have predominantly grey-brown plumage, although females of two subspecies have mainly blue-grey plumage."
011b5a17-269d-4714-9615-196c76fc21da,mammalia,carnivora,hyaenidae,proteles,,proteles species,
0123b31e-944d-4bc3-aa0c-0021a1579f74,aves,passeriformes,fringillidae,fringilla,,fringilla species,
013f7a52-bde5-411e-ab7b-66c4a4981e29,mammalia,cetartiodactyla,bovidae,cephalophus,nigrifrons,black-fronted duiker,The black-fronted duiker is a small antelope found in central and west-central Africa.
014560f7-97dd-48a9-8e3d-fecaf51a4910,mammalia,cetartiodactyla,cervidae,mazama,,mazama species,
01528fff-7d78-4dc6-a93d-bbd52d592509,mammalia,diprotodontia,vombatidae,,,wombat family,
0193735f-7788-4608-af4c-9aa6cca9e2e7,aves,caprimulgiformes,podargidae,podargus,strigoides,tawny frogmouth,"The tawny frogmouth is a species of frogmouth native to the Australian mainland and Tasmania and found throughout. It is a big-headed, stocky bird often mistaken for an owl due to its nocturnal habits and similar colouring."
01987235-7d75-4708-ba4d-07db816d4866,aves,strigiformes,strigidae,bubo,,bubo species,
01c343f4-7aca-40e9-9006-1367b2ac68cd,aves,passeriformes,passeridae,,,passeridae family,
01ccd922-cca3-4e85-aadc-38863a917b46,aves,passeriformes,picathartidae,picathartes,,picathartes species,
01d711fc-c088-4865-9adb-978080e2caf6,aves,charadriiformes,scolopacidae,scolopax,minor,american woodcock,"The American woodcock, sometimes colloquially referred to as the timberdoodle, mudbat, bogsucker, night partridge, or Labrador twister is a small shorebird species found primarily in the eastern half of North America. Woodcocks spend most of their time on the ground in brushy, young-forest habitats, where the birds' brown, black, and gray plumage provides excellent camouflage."
020485f6-cbc7-4c52-8d78-24ceff72efb1,aves,passeriformes,icteridae,sturnella,neglecta,western meadowlark,"The western meadowlark is a medium-sized icterid bird, about 8.5 in (22 cm) in length. It is found across western and central North America and is a full migrant, breeding in Canada and the United States with resident populations also found in Mexico. The western meadowlark nests on the ground in open grasslands and shrublands. It feeds on bugs and seeds. The western meadowlark has distinctive calls described as watery or flute-like, which distinguish it from the closely related eastern meadowlark. The western meadowlark is the state bird of six states: Kansas, Montana, Nebraska, North Dakota, Oregon, and Wyoming."
02210ed6-3279-416d-a497-75044b8e60d3,aves,passeriformes,falcunculidae,falcunculus,,falcunculus species,
022ddce9-d300-4356-9eca-00ce5847c581,aves,gruiformes,rallidae,gallinula,galeata,common gallinule,"The common gallinule is a bird in the family Rallidae. It was split from the common moorhen by the American Ornithologists' Union in July 2011. It lives around well-vegetated marshes, ponds, canals, and other wetlands in the Americas. The common gallinule is one of the most conspicuous rail species in North America, along with the American coot."
026050d1-f017-4d70-9d02-e5f2ff14b4e7,aves,accipitriformes,accipitridae,hamirostra,,hamirostra species,
02799ea2-fba0-4883-b27e-b41ae387e884,aves,piciformes,picidae,colaptes,auratus,northern flicker,"The northern flicker or common flicker is a medium-sized bird of the woodpecker family. It is native to most of North America, parts of Central America, Cuba, and the Cayman Islands, and is one of the few woodpecker species that migrate. Over 100 common names for the northern flicker are known, including yellowhammer, clape, gaffer woodpecker, harry-wicket, heigh-ho, wake-up, walk-up, wick-up, yarrup, and gawker bird. Many of these names derive from attempts to imitate some of its calls. It is the state bird of Alabama."
02b0ce60-2687-474d-a5ea-1d19bd37eb90,aves,passeriformes,icteridae,amblycercus,holosericeus,yellow-billed cacique,The yellow-billed cacique is a species of cacique in the family Icteridae. It belongs to the monotypic genus Amblycercus. There is some question as to whether or not it is a true cacique.
02c52b9e-13b1-48d6-a138-dd20f64b7bdd,aves,passeriformes,grallariidae,grallaria,,grallaria species,
02ff320d-adf4-481c-9a61-a534e8cccb54,mammalia,afrosoricida,tenrecidae,microgale,cowani,cowan's shrew tenrec,Cowan's shrew tenrec is a species of mammal in the family Tenrecidae.
0304e460-2e30-42d0-97a1-1f5a5fe893aa,aves,bucerotiformes,upupidae,upupa,,upupa species,
0313640e-b837-42ce-bb5a-3349887119f3,aves,bucerotiformes,phoeniculidae,phoeniculus,bollei,white-headed woodhoopoe,The white-headed wood hoopoe is a species of bird in the family Phoeniculidae.
03154a5c-93fd-43da-8300-ff08a2de38e0,aves,gruiformes,rallidae,fulica,,fulica species,
0315bef7-96e6-40d5-8a3e-6e259cb66b92,mammalia,carnivora,eupleridae,eupleres,,eupleres species,
033f2ecb-bf36-4ce1-bf3f-7efcd71fe374,aves,gruiformes,rallidae,aramides,cajaneus,grey-necked wood-rail,"The grey-cowled wood rail or grey-necked wood rail is a species of bird in the family Rallidae, the rails. It lives primarily in the forests, mangroves, and swamps of Central and South America. Of the two subspecies, A. c. avicenniae is found in southeastern Brazil, while the nominate is found throughout the portion of the range not occupied by the other subspecies. The species as a whole is usually found at elevations from sea level to 2,000 metres (6,600 ft), although some have been found above that. This bird's large extent of occurrence along with its population is why it is considered to be least-concern by the International Union for Conservation of Nature (IUCN). In some places, it is occasionally hunted and kept for food."
0342159a-01b0-4faa-aff1-cf6f10954f27,aves,cathartiformes,cathartidae,cathartes,melambrotus,greater yellow-headed vulture,"The greater yellow-headed vulture, also known as the forest vulture, is a species of bird in the New World vulture family Cathartidae. It was considered to be the same species as the lesser yellow-headed vulture until they were split in 1964. It is found in South America in tropical moist lowland forests. It is a fairly large bird, with a wingspan of 166–178 cm (65–70 in), a weight of 1.65 kilograms (3.6 lb) and a body length of 64–75 cm (25–30 in). The body plumage is black, and the head and neck, which are featherless, range in color from deep yellow to pale orange. It lacks a syrinx, and its vocalizations are therefore limited to grunts or low hisses."
0364fc81-17d7-4495-a48c-4fc396b44d5d,aves,passeriformes,icteridae,euphagus,cyanocephalus,brewer's blackbird,Brewer's blackbird is a medium-sized New World blackbird. It is named after the ornithologist Thomas Mayo Brewer.
036e31ac-54ea-443a-ba7d-a1e7e43c40ac,mammalia,cetartiodactyla,bovidae,pseudois,nayaur,blue sheep,"The bharal, also called the blue sheep, is a caprine native to the high Himalayas. It is the only member of the genus Pseudois. It occurs in Pakistan, India, Nepal, Bhutan, Myanmar, and in China in the provinces of Gansu, Ningxia, Sichuan, Tibet, and Inner Mongolia. The Helan Mountains of Ningxia have the highest concentration of bharal in the world, with 15 bharals per km2 and 30,000 in total."
03abee60-bab5-4546-a05a-c2c4079323dc,mammalia,scandentia,tupaiidae,tupaia,palawanensis,palawan treeshrew,"The Palawan treeshrew is a treeshrew species endemic to the Palawan Island, Philippines, where it occurs from sea level to an elevation of 1,400 m (4,600 ft). The population is considered steady. Formerly, it was considered a subspecies of the common treeshrew. Those found on the islands of Busuanga and Culion, which are part of the Calamian Islands group in the Philippines, have also been called the Calamian treeshrew."
03ae8a89-4294-4e3d-a47e-bef3d57df8c4,aves,columbiformes,columbidae,phaps,chalcoptera,common bronzewing,"The common bronzewing is a species of medium-sized, heavily built pigeon. Native to Australia and one of the country's most common pigeons, the common bronzewing is able to live in almost any habitat, with the possible exception of very barren areas and dense rainforests. Its advertising call is an extraordinary mournful whooo repeated at metronomic intervals."
03b065fd-b456-4ee6-a82c-214d0daea0a2,mammalia,cetartiodactyla,bovidae,nanger,,nanger species,
03b24f6e-3444-4089-a212-13853faa93f9,aves,passeriformes,petroicidae,eopsaltria,,eopsaltria species,
03c512a1-bfb6-4c47-8e1a-ace60d268b11,mammalia,primates,cebidae,sapajus,apella,margarita island capuchin,
03c6a925-2c2f-41bb-a82f-9611c57188f9,mammalia,carnivora,felidae,puma,,puma species,
03f4a31e-a3c6-482e-a4f8-a8de53e7e5bc,mammalia,primates,cheirogaleidae,cheirogaleus,,cheirogaleus species,
0405d5d4-de4b-4272-b6ee-141f7fd5c573,aves,passeriformes,muscicapidae,sheppardia,lowei,iringa akalat,"The Iringa akalat is a species of bird in the family Muscicapidae.
It is endemic to Iringa Region of Tanzania."
04165445-8646-45ac-ac43-da389805dbe8,mammalia,carnivora,hyaenidae,hyaena,,hyaena species,
0436d812-bd78-442c-a059-d81ff15bf6b1,aves,passeriformes,pycnonotidae,alophoixus,,alophoixus species,
0437d997-b673-4fd8-9ee4-85a4bfcb6cf3,aves,passeriformes,acanthizidae,acanthiza,,acanthiza species,
0438274b-008b-43c5-84c6-c34bcfa9fcd4,aves,passeriformes,paradisaeidae,lophorina,paradisea,paradise riflebird,"The paradise riflebird is a passerine bird of the family Paradisaeidae. It is one of four riflebird species in the genus Ptiloris. It is found in subtropical, temperate rainforests in eastern Australia. The species is sexually dimorphic; the male is black with iridescent blue-green patches, while the female is gray-brown and white."
04486660-d103-4096-83d9-30b747df0030,aves,galliformes,phasianidae,rheinardia,,rheinardia species,
044f1882-218f-47d6-ae20-4dcb3005bb87,mammalia,carnivora,hyaenidae,parahyaena,brunnea,brown hyaena,
04617797-ad45-4f14-a974-c196d48430f2,mammalia,rodentia,muridae,praomys,tullbergi,tullberg's soft-furred mouse,"Tullberg's soft-furred mouse or Tullberg's praomys is a species of rodent in the family Muridae in Africa.
It is found in Angola, Benin, Cameroon, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Liberia, Mali, Nigeria, Senegal, Sierra Leone, Togo, possibly Burkina Faso, and possibly Guinea-Bissau.
Its natural habitats are subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest."
047e1f37-7f6e-4a95-9b9b-b692e35e610c,aves,passeriformes,turdidae,turdus,iliacus,redwing,"The redwing is a bird in the thrush family, Turdidae, native to Europe and the Palearctic, slightly smaller than the related song thrush."
04808b8f-4960-4a7f-b73c-3e3e50361972,mammalia,cetartiodactyla,camelidae,,,camelidae family,
04a19f01-3ba7-44c6-b4ec-a64d3dc2d5c5,mammalia,rodentia,muridae,maxomys,,maxomys species,
04a73b4b-55c9-4362-98eb-22ec6a9ca054,mammalia,carnivora,ursidae,helarctos,,helarctos species,
04eda76f-c0e7-4e9e-85c3-5b1542db2915,amphibia,anura,bufonidae,rhinella,marina,cane toad,"The cane toad, also known as the giant neotropical toad or marine toad, is a large, terrestrial true toad native to South and mainland Central America, but which has been introduced to various islands throughout Oceania and the Caribbean, as well as Northern Australia. It is a member of the genus Rhinella, which includes many true toad species found throughout Central and South America, but it was formerly assigned to the genus Bufo."
0505787f-29b1-46c9-baac-b338ef05f8c0,aves,accipitriformes,accipitridae,circaetus,,circaetus species,
05109424-56de-4de8-a9d5-298e4a7d226e,aves,passeriformes,meliphagidae,acanthorhynchus,tenuirostris,eastern spinebill,"The eastern spinebill is a species of honeyeater found in south-eastern Australia in forest and woodland areas, as well as gardens in urban areas of Canberra, Sydney, Melbourne, Adelaide and Hobart. It is around 15 cm long, and has a distinctive black, white and chestnut plumage, a red eye, and a long downcurved bill."
05414e5e-7d3c-462b-854b-955eb50a601b,aves,passeriformes,furnariidae,campylorhamphus,trochilirostris,red-billed scythebill,"The red-billed scythebill is a species of bird in the subfamily Dendrocolaptinae of the ovenbird family Furnariidae. It is found in Argentina, Bolivia, Brazil, Colombia, Ecuador, Panama, Paraguay, Peru, and Venezuela."
05488dcd-1553-48d2-aae6-de332aef3091,aves,passeriformes,icteridae,xanthocephalus,,xanthocephalus species,
05714dd8-6161-4678-a44b-e191af489612,aves,accipitriformes,accipitridae,aegypius,monachus,cinereous vulture,"The cinereous vulture, also known as the black vulture, Eurasian black vulture, and monk vulture, is a very large raptor in the family Accipitridae distributed through much of temperate Eurasia. With a body length of 1.2 m, 3.1 m (10 ft) across the wings and a maximum weight of 14 kg (31 lb), it is the largest Old World vulture and largest member of the family Accipitridae."
0575fa47-99c2-4b13-beee-a932dcb704a3,reptilia,squamata,elapidae,pseudechis,australis,king brown snake,"The king brown snake is a species of highly venomous snake of the family Elapidae, native to northern, western, and Central Australia. The king brown snake is the largest terrestrial venomous snake in Australia. Despite its common name, it is a member of the genus Pseudechis and only distantly related to true brown snakes. Its alternative common name is the mulga snake, although it lives in many habitats apart from mulga. First described by English zoologist John Edward Gray in 1842, it is a robust snake up to 3.3 m (11 ft) long. It is variable in appearance, with individuals from northern Australia having tan upper parts, while those from southern Australia are dark brown to blackish. Sometimes, it is seen in a reddish-green texture. The dorsal scales are two-toned, sometimes giving the snake a patterned appearance. Its underside is cream or white, often with orange splotches. The species is oviparous. The snake is considered to be a least-concern species according to the International Union for Conservation of Nature, though may have declined with the spread of the cane toad."
058b0cb9-82da-4aaf-9902-446d2c705525,mammalia,carnivora,felidae,prionailurus,rubiginosus,rusty-spotted cat,"The rusty-spotted cat is one of the cat family's smallest members. It is native to India, Nepal and Sri Lanka. Since 2016, it has been listed as Near Threatened on the IUCN Red List as the global population is affected by loss and destruction of its prime habitat, deciduous forests."
058b26a6-5276-442e-a8a1-a34e43c2a628,mammalia,carnivora,eupleridae,galidictis,,galidictis species,
059b9219-6e57-4bb8-b9b0-fbff9f29124e,mammalia,rodentia,thryonomyidae,thryonomys,gregorianus,lesser cane rat,"The lesser cane rat is a species of rodent in the family Thryonomyidae. It is found in Cameroon, Chad, Democratic Republic of the Congo, Ethiopia, Kenya, Malawi, South Sudan, Tanzania, Uganda, Zambia, Zimbabwe, and possibly Mozambique. Its natural habitats are subtropical or tropical dry shrubland, subtropical or tropical dry lowland grassland, and shrub-dominated wetlands."
05a177f4-8da4-400f-ad72-0a8437a1eea6,mammalia,carnivora,viverridae,paguma,larvata,masked palm civet,"The masked palm civet, also called the gem-faced civet or Himalayan palm civet, is a viverrid species native to the Indian subcontinent and Southeast Asia. It has been listed as least concern on the IUCN Red List since 2008 as it occurs in many protected areas, is tolerant to some degree of habitat modification, and widely distributed with presumed large populations that are unlikely to be declining."
05a707d7-4e36-48a1-98c7-6e90292c0e71,mammalia,primates,atelidae,alouatta,sara,bolivian red howler monkey,
05a9817a-60ad-460f-8448-018a38090858,aves,passeriformes,thamnophilidae,taraba,major,great antshrike,"The great antshrike is a passerine bird in subfamily Thamnophilinae of family Thamnophilidae, the ""typical antbirds"". It is found in southern Mexico, in every Central American country except El Salvador, on Trinidad, and in every mainland South American country except Chile, though only as a vagrant in Uruguay."
05afbf7e-f878-4534-b08f-c97a02435474,mammalia,carnivora,felidae,leopardus,,leopardus species,
05c50866-6108-4bdc-8fa8-70c9c25fdbbd,aves,pelecaniformes,threskiornithidae,theristicus,caudatus,buff-necked ibis,"The buff-necked ibis, also known as the white-throated ibis, is a fairly large ibis found widely in open habitats of eastern and northern South America. It formerly included the similar black-faced ibis as a subspecies, but that species is almost entirely restricted to colder parts of South America, has a buff lower chest, and lacks the contrasting large white wing-patches."
0607fa48-5cad-4ed2-ae80-5e22b5d68423,aves,piciformes,picidae,hylatomus,,hylatomus species,
065884eb-4e64-4233-84dc-de25bd06ffd2,diplopoda,,,,,millipedes,"Millipedes are a group of arthropods that are characterised by having two pairs of jointed legs on most body segments; they are known scientifically as the class Diplopoda, the name derived from this feature. Each double-legged segment is a result of two single segments fused together. Most millipedes have very elongated cylindrical or flattened bodies with more than 20 segments, while pill millipedes are shorter and can roll into a tight ball. Although the name ""millipede"" derives from Latin for ""thousand feet"", no species was known to have 1,000 or more until the discovery in 2020 of Eumillipes persephone, which can have over 1,300 legs. There are approximately 12,000 named species classified into 16 orders and around 140 families, making Diplopoda the largest class of myriapods, an arthropod group which also includes centipedes and other multi-legged creatures."
0665cfee-2b6a-44d5-bc0d-d74fb79f3264,mammalia,lagomorpha,leporidae,lepus,timidus,mountain hare,"The mountain hare, also known as blue hare, tundra hare, variable hare, white hare, snow hare, alpine hare, and Irish hare, is a species of Palearctic hare that is largely adapted to polar and mountainous habitats."
0677d380-91b5-4dd3-ae91-5b03256acf2c,aves,passeriformes,menuridae,menura,alberti,albert's lyrebird,"Albert's lyrebird, also known as Northern lyrebird, is a timid, pheasant-sized songbird which is endemic to subtropical rainforests of Australia, in a small area on the state border between New South Wales and Queensland. The rarer of the two species of lyrebirds, Albert's lyrebird is named after Prince Albert, the prince consort of Queen Victoria, queen of the United Kingdom. It lacks the elegant lyre-shaped tail feathers of the superb lyrebird and is found in a much more restricted range."
067ddd66-d408-4f45-9a73-c50cb5c9efbc,mammalia,primates,atelidae,alouatta,belzebul,red-handed howler monkey,"The red-handed howler is a vulnerable species of howler monkey, a type of New World monkey. It is endemic to Brazil, found in the southeastern Amazon and disjunctly in the Atlantic Forest between Rio Grande do Norte and Sergipe."
0697cbbf-d958-4bcd-9aea-117cbc5fceeb,mammalia,didelphimorphia,didelphidae,caluromys,lanatus,brown-eared woolly opossum,"The brown-eared woolly opossum, also known as the western woolly opossum, is an opossum from South America. It was first described by German naturalist Ignaz von Olfers in 1818. The opossum is characterized by a brown to reddish brown coat and similarly colored limbs, yellow to orange underbelly, hairless, brown ears with a hint of pink, and a tail furred on the back for up to half of its length. The brown-eared woolly opossum is nocturnal, solitary and omnivorous. The IUCN lists it as least concern."
06b8329e-d3cc-4ae7-990c-2cbe4152894c,reptilia,squamata,scincidae,ctenotus,pantherinus,leopard ctenotus,
06bf09eb-a291-4e46-8409-7fa8f7096020,aves,galliformes,phasianidae,chrysolophus,pictus,golden pheasant,"The golden pheasant, also known as the Chinese pheasant, and rainbow pheasant, is a gamebird of the order Galliformes and the family Phasianidae (pheasants). The genus name is from Ancient Greek khrusolophos, ""with golden crest"", and pictus is Latin for ""painted"" from pingere, ""to paint""."
06c15985-fbe7-4da4-9972-22c03280eaf0,aves,charadriiformes,laridae,anous,stolidus,brown noddy,"The brown noddy or common noddy is a seabird in the family Laridae. The largest of the noddies, it can be told from the closely related black noddy by its larger size and plumage, which is dark brown rather than black. The brown noddy is a tropical seabird with a worldwide distribution, ranging from Hawaii to the Tuamotu Archipelago and Australia in the Pacific Ocean, from the Red Sea to the Seychelles and Australia in the Indian Ocean and in the Caribbean to Tristan da Cunha in the Atlantic Ocean. The brown noddy is colonial, usually nesting on elevated situations on cliffs or in short trees or shrubs. It only occasionally nests on the ground. A single egg is laid by the female of a pair each breeding season. In India, the brown noddy is protected in the PM Sayeed Marine Birds Conservation Reserve."
06d6654b-44f3-437a-9cda-8797da0f2e38,aves,passeriformes,muscicapidae,ficedula,hypoleuca,european pied flycatcher,"The European pied flycatcher is a small passerine bird in the Old World flycatcher family. One of the four species of Western Palearctic black-and-white flycatchers, it hybridises to a limited extent with the collared flycatcher. It breeds in most of Europe and across the Western Palearctic. It is migratory, wintering mainly in tropical Africa. It usually builds its nests in holes on oak trees.
This species practices polygyny, usually bigamy, with the male travelling large distances to acquire a second mate. The male will mate with the secondary female and then return to the primary female in order to help with aspects of child rearing, such as feeding."
06d9b4d7-9a9d-44cc-9fcf-baffcff5f811,mammalia,carnivora,canidae,cuon,,cuon species,
06dfa67e-b9e0-41d2-8bd4-fb9bfd6521ab,aves,gruiformes,rallidae,rallina,,rallina species,
06e245b5-5da5-419a-87bc-a77cf7e4126d,aves,charadriiformes,scolopacidae,steganopus,,steganopus species,
07153810-54e6-4a5c-85a4-1968d82def4c,mammalia,carnivora,felidae,panthera,uncia,snow leopard,"The snow leopard is a species of large cat in the genus Panthera of the family Felidae. The species is native to the mountain ranges of Central and South Asia. It is listed as Vulnerable on the IUCN Red List because the global population is estimated to number fewer than 10,000 mature individuals and is expected to decline about 10% by 2040. It is mainly threatened by poaching and habitat destruction following infrastructural developments. It inhabits alpine and subalpine zones at elevations of 3,000–4,500 m (9,800–14,800 ft), ranging from eastern Afghanistan, the Himalayas and the Tibetan Plateau to southern Siberia, Mongolia and western China. In the northern part of its range, it also lives at lower elevations."
071f14c5-1f04-4115-897c-7a46fa9e8d6a,mammalia,primates,callitrichidae,mico,rondoni,rondon's marmoset,"Rondon's marmoset, also known as the Rondônia marmoset, is a small species of monkey from the family Callitrichidae found in the south-western Amazon in Brazil. It is endemic to the state of Rondônia, and its range bordered by the Rio Mamoré, Rio Madeira, Rio Ji-Paraná, Serra dos Pacaás Novos and possibly Bolivia. It was only described in 2010, and its name refers to the famous Amazonian explorer Cândido Rondon. Prior to its description, it was included in Emilia's marmoset."
072d8e15-64e0-41a6-9e81-007bef444fff,mammalia,rodentia,sciuridae,notocitellus,adocetus,lesser tropical ground squirel,
07324088-05ec-46f4-88d2-5df035162851,aves,gruiformes,rallidae,rallus,,rallus species,
07446a4c-36ba-4ea4-b43e-be2b56e5899d,aves,passeriformes,leiotrichidae,garrulax,leucolophus,white-crested laughingthrush,The white-crested laughingthrush is a member of the family Leiothrichidae. It is a highly social and vocal bird found in forest and scrub from the Himalayan foothills to Southeast Asia.
0758e1d1-dbaa-485e-955b-022ac139b7bd,aves,passeriformes,ptiliogonatidae,phainopepla,,phainopepla species,
0763523f-9416-40ac-bda5-b12fa62bc871,mammalia,pholidota,manidae,smutsia,gigantea,giant ground pangolin,
0767cebc-9633-4092-85ed-7cd8e4a508cd,aves,accipitriformes,accipitridae,aquila,rapax,tawny eagle,"The tawny eagle is a large bird of prey. Like all eagles, it belongs to the family Accipitridae. Its heavily feathered legs mark it as a member of the subfamily Aquilinae, also known as booted eagles. Tawny eagles have an extensive but discontinuous breeding range that constitutes much of the African continent as well as the Indian subcontinent, with rare residency in the southern Middle East. Throughout its range, it favours open dry habitats such as semideserts, deserts steppes, or savanna plains. Despite its preference for arid areas, the species seldom occurs in areas where trees are entirely absent. It is a resident breeder which lays one to three eggs in a stick nest most commonly in the crown of a tree. The tawny eagle is perhaps the most highly opportunistic of all Aquilinae, and often scavenges on carrion or engages in kleptoparasitism towards other carnivorous animals but is also a bold and active predator, often of relatively large and diverse prey. It is estimated that tawny eagles can reach the age of 16 years old. Nonetheless, precipitous declines have been detected throughout the tawny eagle's range. Numerous factors, particularly loss of nesting habitat due to logging and global warming, as well as persecution and other anthropogenic mortality are driving the once numerous tawny eagle perhaps to the brink of extinction."
07709a39-6d4b-4973-bc8e-3543ce208611,mammalia,carnivora,mustelidae,pteronura,brasiliensis,giant otter,"The giant otter or giant river otter is a South American carnivorous mammal. It is the longest member of the weasel family, Mustelidae, a globally successful group of predators, reaching up to 1.8 m. Atypical of mustelids, the giant otter is a social species, with family groups typically supporting three to eight members. The groups are centered on a dominant breeding pair and are extremely cohesive and cooperative. Although generally peaceful, the species is territorial, and aggression has been observed between groups. The giant otter is diurnal, being active exclusively during daylight hours. It is the noisiest otter species, and distinct vocalizations have been documented that indicate alarm, aggression, and reassurance."
07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,"The nine-banded armadillo, also called the nine-banded long-nosed armadillo or common long-nosed armadillo, is a species of armadillo native to North, Central, and South America, making it the most widespread of the armadillos. They superficially resemble pangolins, though the two are not closely related; they have undergone convergent evolution."
07b495d5-cae3-4dc0-9e61-fda667b4a399,aves,accipitriformes,accipitridae,eutriorchis,,eutriorchis species,
07c2099d-e586-447e-af63-970f2596d820,aves,passeriformes,vangidae,,,vangidae family,
07c593cb-bfa3-4cdd-9cdf-403f0c3e62ed,aves,pelecaniformes,ardeidae,,,ardeidae family,
07c94304-20e3-44dc-93f4-bbf3b19da6bd,mammalia,rodentia,sciuridae,ictidomys,mexicanus,mexican ground squirrel,The Mexican ground squirrel is a species of rodent in the family Sciuridae. It is found in Mexico and the United States. One of its closest relatives is the thirteen-lined ground squirrel.
07cb3a18-62e7-4f97-81db-70d03949944b,aves,pelecaniformes,pelecanidae,pelecanus,erythrorhynchos,american white pelican,"The American white pelican is a large aquatic soaring bird from the order Pelecaniformes. It breeds in interior North America, moving south and to the coasts, as far as Costa Rica, in winter."
07cbe4f4-b8ec-475b-811f-750c6d79d513,aves,procellariiformes,hydrobatidae,hydrobates,,hydrobates species,
07d531ba-10b2-4a89-a499-32dd1da1c550,mammalia,primates,galagidae,galago,,galago species,
07e4e7ef-2db4-4915-ab04-71066ef31715,mammalia,rodentia,nesomyidae,eliurus,penicillatus,white-tipped tuft-tailed rat,
080dcba0-ef03-4d93-9653-c82538be4e25,aves,passeriformes,thamnophilidae,pyriglena,,pyriglena species,
0815e0ce-07b4-4c0c-9ed8-74eda03f698c,aves,struthioniformes,tinamidae,tinamus,solitarius,solitary tinamou,The solitary tinamou is a species of paleognath ground bird. This species is native to Atlantic forest of eastern Brazil.
082a2512-e6ec-47bf-9012-a21acd9cb324,mammalia,rodentia,nesomyidae,hypogeomys,antimena,malagasy giant jumping rat,"The Malagasy giant rat, also known as the votsotsa or votsovotsa, is a nesomyid rodent found only in the Menabe region of Madagascar. It is an endangered species due to habitat loss, slow reproduction, and limited range Pairs are monogamous and females bear only one or two young per year. It is the only extant species in the genus Hypogeomys; another species, Hypogeomys australis, is known from subfossil remains a few thousand years old."
