uuid,class,order,family,genus,species,common_name,description
32f00f0a-aa59-49d0-864d-a80b306de880,aves,galliformes,phasianidae,arborophila,rubrirostris,red-billed partridge,"The red-billed partridge is a bird species in the family Phasianidae. It is endemic to the Barisan highland forest in Sumatra, Indonesia. It is the only member of the genus Arborophila where the bill is completely red. Other members of the genus have either a yellow-tipped red bill or a black bill."
330722e3-69fb-4473-b2ca-42a52bffacc7,aves,passeriformes,motacillidae,anthus,gustavi,pechora pipit,"The Pechora pipit is a small passerine bird which breeds in the East Palearctic tundra and densely vegetated areas near river banks ranges from the Pechora River to the Chukchi Peninsula. It also breeds in Kamchatka and the Commander Islands. It is a long-distance migrant, moving in winter to Indonesia. Rarely in September and October, the Pechora pipit may be observed in western Europe. The species was first described by Robert Swinhoe in 1863."
330a97e8-e3d8-4280-ace0-b5adee2ffcfc,aves,passeriformes,ploceidae,ploceus,insignis,brown-capped weaver,"The brown-capped weaver is a species of bird in the family Ploceidae.
It is found in Angola, Burundi, Cameroon, Republic of the Congo, Democratic Republic of the Congo, Equatorial Guinea, Kenya, Nigeria, Rwanda, South Sudan, Tanzania, and Uganda."
330bb1e9-84d6-4e41-afa9-938aee17ea29,mammalia,carnivora,ursidae,ursus,arctos,brown bear,"The brown bear is a large bear native to Eurasia and North America. Of the land carnivorans, it is rivaled in size only by its closest relative, the polar bear, which is much less variable in size and slightly bigger on average. The brown bear is a sexually dimorphic species, as adult males are larger and more compactly built than females. The fur ranges in color from cream to reddish to dark brown. It has evolved large hump muscles, unique among bears, and paws up to 21 cm (8.3 in) wide and 36 cm (14 in) long, to effectively dig through dirt. Its teeth are similar to those of other bears and reflect its dietary plasticity."
33149db4-b72c-49ef-a279-94ebf19cbe87,mammalia,rodentia,sciuridae,urocitellus,richardsonii,richardson's ground squirrel,"Richardson's ground squirrel, also known as the dakrat or flickertail, is a North American ground squirrel in the genus Urocitellus. Like a number of other ground squirrels, they are sometimes called prairie dogs or gophers, though the latter name belongs more strictly to the pocket gophers of family Geomyidae, and the former to members of the genus Cynomys."
33257bc8-ab7c-4296-b217-1951968dcf71,aves,passeriformes,troglodytidae,troglodytes,troglodytes,wren,"Wrens are a family, Troglodytidae, of small brown passerine birds. The family includes 96 species and is divided into 19 genera. All species are restricted to the New World except for the Eurasian wren that is widely distributed in the Old World. In Anglophone regions, the Eurasian wren is commonly known simply as the ""wren"", as it is the originator of the name. The name wren has been applied to other, unrelated birds, particularly the New Zealand wrens (Acanthisittidae) and the Australian wrens (Maluridae)."
33260584-7ce8-49a5-a8ee-7ac01be663bf,mammalia,peramelemorphia,peramelidae,isoodon,macrourus,northern brown bandicoot,"The northern brown bandicoot, a marsupial species, is a bandicoot found only on the northern and eastern coasts of Australia and nearby islands, mainly Papua New Guinea. It is not, however, found far inland."
3340e172-70df-44d8-9a87-3b4621de5f94,aves,cuculiformes,cuculidae,crotophaga,sulcirostris,groove-billed ani,"The groove-billed ani is a tropical bird in the cuckoo family with a long tail and a large, curved beak. It is a resident species throughout most of its range, from southern Texas, central Mexico and The Bahamas, through Central America, to northern Colombia and Venezuela, and coastal Ecuador and Peru. It only retreats from the northern limits of its range in Texas and northern Mexico during winter."
33434828-a081-42a0-9117-eee8461faf04,aves,passeriformes,dicaeidae,prionochilus,plateni,palawan flowerpecker,The Palawan flowerpecker is a species of bird in the family Dicaeidae. It is endemic to the Philippines found only in the Palawan island group. Its natural habitat is tropical moist lowland forest.
3358e0f4-7c5d-45cb-a068-40b36b26d4ad,mammalia,carnivora,mephitidae,spilogale,gracilis,western spotted skunk,The western spotted skunk is a spotted skunk of western North America.
3368a7e3-469d-4cda-a062-3274749142fa,mammalia,rodentia,dipodidae,zapus,hudsonius,meadow jumping mouse,"The meadow jumping mouse is the most widely distributed mouse in the family Zapodidae. Its range extends from the Atlantic coast in the east to the Great Plains west, and from the arctic tree lines in Canada and Alaska to the north, and Georgia, Alabama, Arizona, and New Mexico to the south. In mid-2014, the New Mexico subspecies of the meadow jumping mouse, Zapus hudsonius luteus, was listed as an endangered species under the federal Endangered Species Act."
33729eeb-5126-453c-a4b8-bf6d8018057c,aves,falconiformes,falconidae,micrastur,,micrastur species,
338af0f6-3c5b-460a-ae72-19e2b8403da6,mammalia,proboscidea,elephantidae,,,elephantidae family,
33ada742-d8aa-4402-bc15-f7c2e7d37b5f,mammalia,rodentia,hystricidae,hystrix,indica,indian crested porcupine,"The Indian crested porcupine is a hystricomorph rodent species native to southern Asia and the Middle East. It is listed as Least Concern on the IUCN Red List. It belongs to the Old World porcupine family, Hystricidae."
33aebad1-08bd-4d07-a82e-bdc55dc9e8ef,mammalia,carnivora,mustelidae,gulo,gulo,wolverine,"The wolverine, also called the carcajou or quickhatch, is the largest land-dwelling member of the family Mustelidae. It is a muscular carnivore and a solitary animal. The wolverine has a reputation for ferocity and strength out of proportion to its size, with the documented ability to kill prey many times larger than itself."
33bf308d-e734-43cd-8277-8352490734ae,aves,columbiformes,columbidae,patagioenas,plumbea,plumbeous pigeon,"The plumbeous pigeon is a species of bird in the family Columbidae. It is found in Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Panama, Paraguay, Peru, Suriname, and Venezuela."
33c1655b-02ac-46cb-af48-9f23a4be466b,aves,ciconiiformes,ciconiidae,mycteria,,mycteria species,
33c553cd-b13c-437f-8557-4f468ef0c083,aves,cathartiformes,cathartidae,vultur,,vultur species,
33daa044-7cf6-42e9-b908-6f85b94701bb,mammalia,rodentia,sciuridae,sundasciurus,juvencus,northern palawan tree squirrel,
33e2f3bf-4554-4f9a-8f8f-849c089724ba,aves,accipitriformes,accipitridae,circus,hudsonius,northern harrier,"The northern harrier, also known as the marsh hawk or ring-tailed hawk, is a bird of prey. It breeds throughout the northern parts of the northern hemisphere in Canada and the northernmost USA."
33eb439a-de3d-4f9f-b6d8-f0763533d116,aves,gruiformes,psophiidae,psophia,leucoptera,white-winged trumpeter,
33f5f924-adc0-4c05-8a54-6899a2fc5807,mammalia,rodentia,sciuridae,sciurus,anomalus,caucasian squirrel,The Caucasian squirrel or Persian squirrel is a tree squirrel in the genus Sciurus found in temperate broadleaf and mixed forests in south-western Asia.
33f95ccf-52cd-423f-82c9-c86ef1173905,aves,charadriiformes,scolopacidae,gallinago,delicata,wilson's snipe,"Wilson's snipe is a small, stocky shorebird. The generic name Gallinago is Neo-Latin for a woodcock or snipe from Latin gallina, ""hen"" and the suffix -ago, ""resembling"". The specific name delicata is Latin for ""dainty""."
34078f5f-1006-4a79-a62d-e5f0477abb53,mammalia,cetartiodactyla,bovidae,redunca,,reedbuck species,
341cda2b-34df-4391-a61e-ba063bbe2f9a,mammalia,carnivora,herpestidae,herpestes,ichneumon,egyptian mongoose,"The Egyptian mongoose, also known as ichneumon, is a mongoose species native to the tropical and subtropical grasslands, savannas, and shrublands of Africa and around the Mediterranean Basin in North Africa, the Middle East and the Iberian Peninsula. Whether it is introduced or native to the Iberian Peninsula is in some doubt. Because of its widespread occurrence, it is listed as Least Concern on the IUCN Red List."
342acd7d-7e7a-4869-9b42-8123dc9061d2,aves,charadriiformes,scolopacidae,gallinago,imperialis,imperial snipe,"The imperial snipe is a small stocky wader which breeds in the Andes. For a century it was known only from two specimens collected near Bogotá, Colombia, and was presumed extinct, but it was rediscovered in Peru in 1967 and Ecuador in 1988. It is not known if it is migratory."
34340856-d6b4-49b8-af33-ec65a7a3ea30,aves,pelecaniformes,ardeidae,ardea,,ardea species,
343e01d0-16db-4a5a-ba8b-462a8014f4cc,aves,passeriformes,thamnophilidae,myrmornis,,myrmornis species,
3448cdca-fc60-449b-bab7-00eb6afadbf9,aves,passeriformes,corvidae,corvus,mellori,little raven,"The little raven is a species of the family Corvidae that is native to southeastern Australia. An adult individual is about 48–50 cm (19–19.5 in) in length, with completely black plumage, beak, and legs; as with all Australian species of Corvus, the black feathers have a grey base, and the iris of the adult bird is white. Although the little raven was first named by Gregory Mathews in 1912, it was only in 1967 that there was consensus to separate it from the Australian raven as a distinct species."
3450b781-acf9-4bdf-af8f-c555034e0271,aves,passeriformes,acanthizidae,sericornis,citreogularis,yellow-throated scrubwren,"The yellow-throated scrubwren is a passerine in the family Acanthizidae that is found in parts of eastern coastal Australia. It was formerly placed in the genus Sericornis, but is now the only species in the genus Neosericornis."
34511ba9-7867-406e-ae2d-862a512024f8,aves,passeriformes,muscicapidae,erithacus,,erithacus species,
34a13cbd-5772-423e-857d-e34405b1011a,mammalia,rodentia,bathyergidae,cryptomys,,cryptomys species,
34e82023-6e1e-4af8-9d68-021ba82f0660,aves,passeriformes,turdidae,turdus,pelios,african thrush,"The African thrush or West African thrush is a passerine bird in the thrush family Turdidae. It is common in well-wooded areas over much of the western part of sub-Saharan Africa, it was once considered to be conspecific with the olive thrush but that species has now been split further. Populations are resident (non-migratory)."
34ea6aa7-f298-4cfb-a104-2e8d55e65dfb,aves,passeriformes,bombycillidae,bombycilla,,bombycilla species,
35141382-0130-4e4d-b4ed-d7196b43eee1,aves,strigiformes,,,,owl,"Owls are birds from the order Strigiformes, which includes over 200 species of mostly solitary and nocturnal birds of prey typified by an upright stance, a large, broad head, binocular vision, binaural hearing, sharp talons, and feathers adapted for silent flight. Exceptions include the diurnal northern hawk-owl and the gregarious burrowing owl."
354ed939-9c08-49a4-a7cf-848f85e0e466,aves,ciconiiformes,ciconiidae,jabiru,mycteria,jabiru,"The jabiru is a large stork found in the Americas from Mexico to Argentina, except west of the Andes. It sometimes wanders into the United States, usually in Texas, but has also been reported in Mississippi, Oklahoma and Louisiana. It is most common in the Pantanal region of Brazil and the Eastern Chaco region of Paraguay. It is the only member of the genus Jabiru. The name comes from the Tupi–Guaraní language and means ""swollen neck""."
3550a216-e193-426d-adde-868758239012,aves,anseriformes,anatidae,anser,,anser species,
3576d8ba-9463-4b5b-8d69-3aacea2fc532,aves,passeriformes,regulidae,regulus,ignicapilla,common firecrest,"The common firecrest, also known as the firecrest, is a very small passerine bird in the kinglet family. It breeds in most of temperate Europe and northwestern Africa, and is partially migratory, with birds from central Europe wintering to the south and west of their breeding range. Firecrests in the Balearic Islands and north Africa are widely recognised as a separate subspecies, but the population on Madeira, previously also treated as a subspecies, is now treated as a distinct species, the Madeira firecrest, Regulus madeirensis. A fossil ancestor of the firecrest has been identified from a single wing bone."
359c0d8d-17e8-47bd-baa2-ff2c8bc0a046,aves,anseriformes,anatidae,branta,,branta species,
35a12424-bf36-4937-ac98-2e5a72ea5813,aves,galliformes,phasianidae,lophura,bulweri,bulwer's pheasant,"Bulwer's pheasant, also known as Bulwer's wattled pheasant, the wattled pheasant or the white-tailed wattled pheasant, is a Southeast Asian bird in the family Phasianidae endemic to the forests of Borneo. It is currently listed as Vulnerable by the IUCN."
35af1164-e2c4-426e-ae18-900b3dcaba0d,aves,passeriformes,paridae,baeolophus,inornatus,oak titmouse,"The oak titmouse is a passerine bird in the tit family Paridae. The American Ornithologists' Union split the plain titmouse into the oak titmouse and the juniper titmouse in 1996, due to distinct differences in song, preferred habitat, and genetic makeup."
35c45213-f1a5-425e-b4c0-c943db8f017c,aves,passeriformes,nectariniidae,cinnyris,regius,regal sunbird,The regal sunbird is a species of bird in the family Nectariniidae. It is native to the Albertine Rift montane forests.
35d1b907-9db6-470c-a407-522824079602,aves,passeriformes,cardinalidae,cardinalis,,cardinalis species,
35f48ff2-131c-438e-943a-12e584e888ca,aves,passeriformes,menuridae,menura,,menura species,
3619739c-4538-4000-841f-5bdc97572461,aves,procellariiformes,procellariidae,,,procellariidae family,
361e6ba6-a9d6-4220-a276-2d2af66f9fa9,reptilia,squamata,dactyloidae,anolis,sagrei,cuban brown anole,"The brown anole, also known commonly as the Cuban brown anole, Bahaman anole, or De la Sagra's anole, is a species of lizard in the family Dactyloidae. The species is native to Cuba, the Bahamas, Little Cayman, Cayman Brac, Jamaica, the Swan Islands, the Yucatán Peninsula, Belize and the Caribbean coast of Guatemala and Honduras. It has been widely introduced elsewhere, via the importation and exportation of plants where the anole would lay eggs in the soil of the pots, and is now found in Florida and other regions of the United States including southern Georgia, Texas, Louisiana, Tennessee, Mississippi, Alabama, Hawaii, North Carolina, and Southern California. It has also been introduced to other Caribbean islands, Mexico, and Taiwan."
36207ee9-3eea-413f-b313-0721f3c61530,mammalia,eulipotyphla,erinaceidae,mesechinus,,mesechinus species,
364adb3c-2e0b-45fd-9074-8c8725c08f39,mammalia,carnivora,mephitidae,conepatus,chinga,molina's hog-nosed skunk,"Molina's hog-nosed skunk, also called the Andes skunk, is a skunk species from South America. It is found in Argentina, Bolivia, Brazil, Chile, Peru, Paraguay, and Uruguay, at elevations up to 5000 m."
36998f41-62da-49ce-8f08-50a9ea8d54f0,aves,charadriiformes,turnicidae,turnix,maculosus,red-backed buttonquail,"The red-backed buttonquail is a species of bird in the family Turnicidae. It is found in Australia, Indonesia, Papua New Guinea, the Philippines and the Solomon Islands. Other names by which it is known in different parts of its range include black-backed, black-spotted and orange-breasted buttonquail. There are fourteen recognised subspecies."
36b9abce-005b-439a-858f-1660e5027ccb,mammalia,chordata,canidae,canis,lupus dingo,dingo,"The dingo is an ancient (basal) lineage of dog found in Australia. Its taxonomic classification is debated as indicated by the variety of scientific names presently applied in different publications. It is variously considered a form of domestic dog not warranting recognition as a subspecies, a subspecies of dog or wolf, or a full species in its own right."
36c727f7-9fce-42d3-9e97-64e429ce3ed2,mammalia,rodentia,cricetidae,peromyscus,californicus,california mouse,"The California deermouse or California mouse is a species of rodent in the subfamily Neotominae in the family Cricetidae. It is a species of the genus Peromyscus, a closely related group of New World mice often called ""deermice"", and the only in the Peromyscus californicus species group. It is found in northwestern Mexico and central to southern California. It is the largest Peromyscus species in the United States."
36e77cae-f158-42d0-ad6a-ed0d7f7e908b,aves,passeriformes,tyrannidae,lessonia,rufa,austral negrito,"The austral negrito or Patagonian negrito is a species of bird in the family Tyrannidae, the tyrant flycatchers. It is found in Argentina, Bolivia, Brazil, Chile, Paraguay, and Uruguay and has occurred as a vagrant in Peru and on the Falkland Islands."
36f66669-b5db-4c71-8cad-ed6b15e0e624,aves,galliformes,phasianidae,rheinardia,ocellata,crested argus,The Crested argus is a species of large peafowl-like bird in the genus Rheinardia of the pheasant family.
372497c3-8d96-41af-b755-1d7f3feb2ee4,mammalia,carnivora,herpestidae,urva,javanica,javan mongoose,The Javan mongoose is a mongoose species native to Southeast Asia.
37353d72-98f1-404d-ba6a-7cbf8c2d25c7,mammalia,primates,callitrichidae,mico,melanurus,black-tailed marmoset,"The black-tailed marmoset is a species of New World monkey from central South America, where it ranges from the south-central Amazon in Brazil, south through the Pantanal and eastern Bolivia, to the Chaco in far northern Paraguay. It is the southernmost member of the genus Mico and the only species where most of its range is outside the Amazon."
3741b7b2-b447-4a55-a20e-dd9bbfeffbf3,mammalia,rodentia,erethizontidae,coendou,quichua,andean porcupine,"The Andean porcupine or Quichua porcupine is a species of rodent in the family Erethizontidae. It is found in the Andes of northern Ecuador and Colombia as well as in Panama. This porcupine is little known, but is probably arboreal, nocturnal and solitary like its relatives. The species is thought to be uncommon to rare and the population decreasing. It is threatened by deforestation, habitat fragmentation and agriculture."
37446e22-2cc4-4e93-aa35-dab0b3200488,aves,galliformes,phasianidae,ammoperdix,,ammoperdix species,
3764d217-d9e9-4f80-8d77-270474212d48,mammalia,rodentia,cricetidae,euryoryzomys,nitidus,elegant rice rat,"Euryoryzomys nitidus, also known as the elegant oryzomys or elegant rice rat, is a rodent species in the family Cricetidae. Previously it was known as Oryzomys nitidus, but it is not closely related to Oryzomys as that genus is now constructed. Its range includes Bolivia, Brazil and Peru to the east of the Andes, in lowland tropical rainforest as well as forest in the eastern foothills of the mountains, at elevations from 50 to 2,000 m."
376abf0b-0806-411d-a810-99fb925a08cc,aves,passeriformes,passerellidae,spizella,pallida,clay-colored sparrow,The clay-colored sparrow or clay-coloured sparrow is a small New World sparrow of North America.
376bd6ba-d7a0-4925-adc2-3b848fae0d0a,aves,charadriiformes,recurvirostridae,,,recurvirostridae family,
37a6a0b2-66bc-4846-a4c0-d6acb15eb777,mammalia,primates,,,,primate,"Primates is an order of mammals, which is further divided into the strepsirrhines, which include lemurs, galagos, and lorisids; and the haplorhines, which include tarsiers and simians. Primates arose 74–63 million years ago first from small terrestrial mammals, which adapted for life in tropical forests: many primate characteristics represent adaptations to the challenging environment among tree tops, including large brain sizes, binocular vision, color vision, vocalizations, shoulder girdles allowing a large degree of movement in the upper limbs, and opposable thumbs that enable better grasping and dexterity. Primates range in size from Madame Berthe's mouse lemur, which weighs 30 g (1 oz), to the eastern gorilla, weighing over 200 kg (440 lb). There are 376–524 species of living primates, depending on which classification is used. New primate species continue to be discovered: over 25 species were described in the 2000s, 36 in the 2010s, and six in the 2020s."
37b83705-ecdf-406d-923a-12a736fd56f3,mammalia,carnivora,herpestidae,ichneumia,albicauda,white-tailed mongoose,The white-tailed mongoose is a species in the mongoose family Herpestidae. It is the only member of the genus Ichneumia.
37d16a6c-2776-4d5b-810e-a75fd3772e8e,aves,strigiformes,strigidae,psiloscops,,psiloscops species,
37d222d9-b686-4d3a-af74-efaa91edda16,aves,struthioniformes,tinamidae,crypturellus,erythropus,red-legged tinamou,"The red-legged tinamou or red-footed tinamou, is a ground-dwelling bird found in the tropics and lower subtropics of northern South America."
37ee3aa1-ba29-4700-b8fb-76a338fe1dbc,aves,galliformes,cracidae,pipile,cumanensis,blue-throated piping-guan,"The blue-throated piping guan is a species of bird in subfamily Penelopina of family Cracidae, the guans, chachalacas, and curassows. It is found in Bolivia, Brazil, Colombia, Ecuador, the Guianas, Peru, and Venezuela."
38262151-d1fc-478f-a040-ed429e397fbe,mammalia,cetartiodactyla,bovidae,capricornis,sumatraensis,sumatran serow,"The Sumatran serow, also known as the southern serow, is a subspecies of the mainland serow native to mountain forests in the Thai-Malay Peninsula and on the Indonesian island of Sumatra. It was previously considered its own species, but is now grouped under the mainland serow, as all the mainland species of serow were previously considered subspecies of this species. The Sumatran serow is threatened due to habitat loss and hunting, leading to it being evaluated as vulnerable by the IUCN."
3828528d-e97b-4925-816f-9bf1a2a07eba,mammalia,proboscidea,,,,proboscidea order,
38296099-8b9b-4f18-9615-6d589384b04d,aves,otidiformes,otididae,ardeotis,kori,kori bustard,"The kori bustard is the largest flying bird native to Africa. It is a member of the bustard family, which all belong to the order Otidiformes and are restricted in distribution to the Old World. It is one of the four species in the large-bodied genus Ardeotis. The male kori bustard may be the heaviest living animal capable of flight."
383d3e81-51db-4d5d-aac2-404d1efcf11f,mammalia,rodentia,echimyidae,thrichomys,,thrichomys species,
3874ea2b-3fd5-40e8-91f5-6b161e093cb7,aves,strigiformes,strigidae,athene,noctua,little owl,"The little owl, also known as the owl of Athena or owl of Minerva, is a bird that inhabits much of the temperate and warmer parts of Europe, the Palearctic east to Korea, and North Africa. It was introduced into Britain at the end of the 19th century and into the South Island of New Zealand in the early 20th century."
3877192e-7bc5-4311-a737-0262ba9d3395,mammalia,perissodactyla,equidae,equus,grevyi,grevy's zebra,"Grévy's zebra, also known commonly as the imperial zebra, is the largest living species of wild equid and the most threatened of the three species of zebras, the other two being the plains zebra and the mountain zebra. Named after French president Jules Grévy, it is found in parts of Kenya and Ethiopia. Superficially, Grévy's zebra's physical features can help to identify it from the other zebra species; its overall appearance is slightly closer to that of a mule, compared to the more ""equine"" (horse) appearance of the plains and mountain zebras. Compared to other zebra species, Grévy's zebra is the tallest; it has mule-like, larger ears, and has the tightest stripes of all zebras. It has a distinctively erect mane, and a more slender snout."
389cef00-abbf-4624-a16b-c90ce0fba691,aves,passeriformes,corvidae,urocissa,erythroryncha,red-billed blue magpie,"The red-billed blue magpie is a species of bird (magpie) in the crow family, Corvidae. It is about the same size as the Eurasian magpie, but has a much longer tail, one of the longest of any corvid. It is 65–68 cm (25.5–27 in) long and weighs 196–232 g (6.9–8.2 oz)."
38b41787-3a55-4e30-9aab-eefb6ed93fa0,aves,passeriformes,tyrannidae,pseudotriccus,,pseudotriccus species,
38b60c23-c68d-4999-b009-8ff5737d6bc6,aves,passeriformes,muscicapidae,alethe,,alethe species,
38be5860-88eb-4aee-8055-67db8342c8ac,mammalia,primates,cebidae,saimiri,sciureus,common squirrel monkey,"Common squirrel monkey is the traditional common name for several small squirrel monkey species native to the tropical areas of South America. The term common squirrel monkey had been used as the common name for Saimiri sciureus before genetic research by Jessica Lynch Alfaro and others indicated S. scuireus covered at least three and possibly four species: the Guianan squirrel monkey, Humboldt's squirrel monkey and Collins' squirrel monkey. The Ecuadorian squirrel monkey, generally regarded as a subspecies of Humboldt's squirrel monkey, had also been sometimes proposed as a separate species that had originally been included within the term ""common squirrel monkey."""
38c8d8c6-483a-4c82-9c0d-ce16c0c1870f,mammalia,carnivora,canidae,speothos,venaticus,bush dog,"The bush dog is a canine found in Central and South America. In spite of its extensive range, it is very rare in most areas except in Suriname, Guyana and Peru; it was first described by Peter Wilhelm Lund from fossils in Brazilian caves and was believed to be extinct."
38d521d3-8be0-4885-b51e-1e31059483d8,mammalia,carnivora,herpestidae,herpestes,edwardsii,indian grey mongoose,The Indian grey mongoose or Asian grey mongoose is a mongoose species native to the Indian subcontinent and West Asia. It is listed as Least Concern on the IUCN Red List.
38dc2acd-9658-4532-a4d3-d3bbed05947c,aves,passeriformes,muscicapidae,enicurus,leschenaulti,white-crowned forktail,"The white-crowned forktail is a species of forktail in the family Muscicapidae. Formally described in 1818, it has five subspecies, each occupying a different geographic range. The largest of the forktails, Enicurus leschenaulti, is between 25 and 28 centimetres long. It has a black throat and breast, black mantle, and largely black wings. The rump and lower back are white, and the bird has a prominent white crown, from which it gets its name. As with other forktails, the tail is long, deeply forked, and banded in black and white. A variety of whistling and clicking calls have been described. Slight morphological differences have been observed between subspecies."
38e24c13-9a60-4c22-b550-b85730bc8f35,aves,accipitriformes,accipitridae,buteo,platypterus,broad-winged hawk,"The broad-winged hawk is a medium-sized hawk of the genus Buteo. During the summer, some subspecies are distributed over eastern North America, as far west as British Columbia and Texas; they then migrate south to winter in the Neotropics from Mexico south to southern Brazil. Other subspecies are all-year residents on Caribbean islands. As in most raptors, females are slightly larger than males. Broad-winged hawks' wings are relatively short and broad with a tapered, somewhat pointed appearance. The two types of coloration are a dark morph with fewer white areas and a light morph that is more pale overall. Although the broad-winged hawk's numbers are relatively stable, populations are declining in some parts of its breeding range because of forest fragmentation."
38fe006d-cdf7-4e3c-bef0-42a2b2f400e4,mammalia,primates,hominidae,pongo,,pongo species,
39188451-64d6-420b-9124-268e28fed647,aves,passeriformes,motacillidae,anthus,novaeseelandiae,australasian pipit,"Australasian pipit has been split into two species:New Zealand pipit, Anthus novaeseelandiae
Australian pipit, Anthus australis
"
39217044-41ce-4455-86ff-8f94a4f02d44,aves,falconiformes,falconidae,falco,berigora,brown falcon,The brown falcon is a relatively large falcon native to Australia and New Guinea.
39275fa6-053d-4472-beab-dd2b6099a782,aves,galliformes,phasianidae,perdix,perdix,grey partridge,"The grey partridge is a bird in the pheasant family Phasianidae of the order Galliformes, gallinaceous birds. The scientific name is the Latin for ""partridge""."
3929d0fc-1c8d-4f88-ac7c-32a0575e5337,mammalia,hyracoidea,,,,hyracoidea order,
392e1fb6-eb48-4526-8136-1173f079a1f8,aves,falconiformes,falconidae,micrastur,semitorquatus,collared forest-falcon,"The collared forest falcon is a species of bird of prey in the family Falconidae. It is the largest member of the Micrastur genus and a common inhabitant of tropical rainforests in Latin America. Hiding in the dense forest canopy, they are a secretive bird often only recognized by their distinctive call. With a morphology or body type allowing them to be agile in their forested habitat, their diet comprises a wide variety of prey from smaller frogs to adult turkeys (2.7-3.2 kg)."
3943c26d-6166-4626-9139-9e1ea307dd86,mammalia,rodentia,spalacidae,rhizomys,sinensis,chinese bamboo rat,"The Chinese bamboo rat is a species of rodent in the family Spalacidae found in southern China, northern Myanmar, and northern Vietnam. Its habitat is bamboo thickets usually at high elevations, pine forests, and plantations."
3944ccd6-36e1-466b-aac8-60ceea8f116e,mammalia,lagomorpha,leporidae,brachylagus,,brachylagus species,
394f30d9-dbb3-400f-88bd-551078fbf44d,mammalia,cetartiodactyla,tayassuidae,pecari,,pecari species,
3964d472-8443-46f4-9628-92ac1eed0c55,reptilia,squamata,teiidae,tupinambis,,tupinambis species,
3974b55b-7e58-4862-b412-1a9ebb84382b,mammalia,primates,hylobatidae,symphalangus,syndactylus,siamang,"The siamang is an endangered arboreal, black-furred gibbon native to the forests of Indonesia, Malaysia, and Thailand. The largest of the gibbons, the siamang can be twice the size of other gibbons, reaching 1 m (3.3 ft) in height, and weighing up to 14 kg (31 lb). It is the only species in the genus Symphalangus. Fossils of siamangs date back to the Middle Pleistocene."
39b8beab-7fa7-4828-b401-5d99b135debb,mammalia,dasyuromorphia,dasyuridae,dasycercus,,dasycercus species,
39d7c61c-abc9-400b-8371-768fc222f934,aves,columbiformes,columbidae,streptopelia,,streptopelia species,
39db7c78-36f6-42d0-82b7-a05eaf6be4c1,mammalia,rodentia,sciuridae,funisciurus,,funisciurus species,
39e5ea73-38f1-454a-8054-7c67f20fbced,mammalia,perissodactyla,tapiridae,tapirus,terrestris,lowland tapir,"The South American tapir, also commonly called the Brazilian tapir, the Amazonian tapir, the maned tapir, the lowland tapir, anta, and la sachavaca, is one of the four recognized species in the tapir family. It is the largest surviving native terrestrial mammal in the Amazon."
39fdb7db-8940-485a-8f8b-e6f35794406f,aves,passeriformes,turdidae,zoothera,,zoothera species,
3a292fc0-f364-4c55-bf4b-454cdb249117,mammalia,lagomorpha,leporidae,sylvilagus,nuttallii,mountain cottontail,"The mountain cottontail or Nuttall's cottontail is a species of rabbit found in western Canada and the United States. It is a medium- to small-sized rabbit with pale brown fur, white undersides, a two-colored tail, and black-tipped, rounded ears with densely furred insides. It has notably rusty-colored legs and an orange nape. The mountain cottontail appears largely among coniferous forests in mountainous regions, including the slopes of the Rocky Mountains and the Cascade-Sierra Nevada mountain ranges, and adapts to a variety of elevations and vegetation. Its diet is made up of various grasses, shrubs, and sagebrush, as well as twigs, bark, or fungi in lesser amounts or when foliage is scarce."
3a3e7cd7-5d53-42e0-8e4b-f5dad4345c89,mammalia,rodentia,echimyidae,proechimys,,proechimys species,
3a3f9f33-ac7d-4d0d-a156-85b71172700a,aves,passeriformes,icteridae,icteria,,icteria species,
3a433715-b285-4ce6-a40a-924ffdee2a6e,mammalia,cetartiodactyla,bovidae,bos,javanicus,banteng,"The banteng, also known as tembadau, is a species of wild bovine found in Southeast Asia."
3a4acc3a-7565-4706-9b31-6c89df14130a,aves,passeriformes,pittidae,pitta,angolensis,brève à poitrine fauve,
3a50c7a6-4aaa-4480-bda3-4ddce4b31706,aves,galliformes,numididae,numida,meleagris,domestic guineafowl,"Domestic guinea fowl, sometimes called pintade, pearl hen, or gleany, is poultry originating from Africa. They are the domesticated form of the helmeted guinea fowl and are related to other game birds such as the pheasants, turkeys and partridges. Although the timing of their domestication is unknown, there is evidence that domestic guinea fowl were present in Greece by the 5th century BC."
3a7272f0-5947-4f1a-9f93-31cc6c852569,aves,piciformes,picidae,melanerpes,erythrocephalus,red-headed woodpecker,"The red-headed woodpecker is a mid-sized woodpecker found in temperate North America. Its breeding habitat is open country across southern Canada and the east-central United States. It is rated as least concern on the International Union for Conservation of Nature (IUCN)'s Red List of Endangered species, having been down-listed from near threatened in 2018."
